B25127_74_built_1940_to_1959,36403,39990,31379,978,9859,19043,10220,6543,5279,26529,4377,1637,23358,1830,745,8078,1768,6761,279,21913,3182,20784,99653,5090,131137,31127,107754,5159,1096,148946,8623,4418,19858,3549,31198,2012-2016
"B25127_75_1,_detached__or_attached",7806,4101,2740,517,3968,5359,4260,2448,3209,3806,1562,913,4238,713,457,3231,1146,3238,194,7097,1322,6702,4039,1752,5611,12853,856,2083,647,13377,1440,1377,13358,1629,5058,2012-2016
B25127_76_2_to_4,17278,17619,12216,272,2035,6528,2253,2135,723,14077,1624,353,10591,577,169,2332,260,1859,66,8502,1436,7853,13814,2066,32923,9215,2871,1741,288,48097,2947,1459,3621,1158,8732,2012-2016
B25127_77_5_to_19,5618,7205,9207,136,1863,4299,2143,837,681,5056,835,271,3899,347,74,1526,152,997,3,3099,309,3183,9946,979,20690,2883,17340,855,124,19752,836,911,1429,517,5751,2012-2016
B25127_78_20_to_49,2960,4615,4293,23,512,1842,635,537,400,1623,176,59,2261,65,27,255,74,242,12,1175,65,1327,31104,66,27948,2228,26383,154,18,25762,925,330,454,88,4635,2012-2016
B25127_79_50_or_more,2644,6440,2923,30,1473,960,872,586,237,1951,180,36,2322,122,18,715,74,373,0,2009,50,1708,40484,213,43806,3924,60266,315,19,41863,2447,335,873,117,6926,2012-2016
"B25127_80_mobile_home,_boat,_rv,_van,_etc.",97,10,0,0,8,55,57,0,29,16,0,5,47,6,0,19,62,52,4,31,0,11,266,14,159,24,38,11,0,95,28,6,123,40,96,2012-2016
B25127_81_built_1939_or_earlier,20344,39422,59559,2125,12362,10567,9446,6778,2566,16060,4064,1948,15246,3319,2834,11944,2213,11401,552,28709,5999,41655,162329,7466,328968,19009,250093,12988,1485,127982,11363,4676,11312,6456,42533,2012-2016
"B25127_82_1,_detached__or_attached",4293,4883,4064,899,6693,2564,4228,2597,1539,1833,1141,716,3158,1569,1579,5542,1362,5267,229,5660,1558,6517,4358,2005,13097,6830,1361,3585,651,12777,2246,1160,5734,2253,5888,2012-2016
B25127_83_2_to_4,9949,19159,26529,1011,3634,5504,2742,2838,554,9009,2159,645,7602,1291,823,4282,516,3913,262,16126,3584,23530,21515,3362,121585,6629,11110,6067,616,49821,5931,2533,3468,2563,16541,2012-2016
B25127_84_5_to_19,2944,7121,17844,155,1221,1365,1206,746,267,3276,374,362,1965,345,282,1419,243,1615,53,3910,643,6428,18445,1429,81111,1886,70891,2233,173,24253,1010,646,1299,1281,8612,2012-2016
B25127_85_20_to_49,1823,4098,7441,58,332,582,747,420,104,772,174,88,1486,5,104,329,41,398,5,1339,179,2196,57622,324,57212,1620,91156,399,27,20771,705,126,422,195,5103,2012-2016
B25127_86_50_or_more,1240,4121,3605,2,476,526,520,156,65,1170,208,137,981,109,46,367,51,170,0,1659,35,2955,59971,346,55576,2004,75157,661,18,20143,1401,196,316,147,6263,2012-2016
"B25127_87_mobile_home,_boat,_rv,_van,_etc.",95,40,76,0,6,26,3,21,37,0,8,0,54,0,0,5,0,38,3,15,0,29,418,0,387,40,418,43,0,217,70,15,73,17,126,2012-2016
B11003_1_total,243146,180784,155981,34064,88385,206018,161743,129543,148913,118127,84367,38892,133871,28761,16910,90319,40649,78084,15231,235064,49692,205418,322587,71696,587692,337726,311464,88380,25910,525378,122894,74009,361577,43049,236644,2012-2016
B11003_2_married-couple_family,190962,108934,97900,29078,65177,158620,128543,107204,118028,79207,69827,31728,93117,22779,13093,65600,31101,60236,12150,179406,39964,146029,135167,55594,353101,267592,204306,68157,21711,349676,90543,59652,281448,32309,176161,2012-2016
B11003_3_with_own_children_of_the_householder_under_18_years,86525,51826,45083,11584,28998,74210,54544,48741,43147,35227,32639,12452,44202,8939,3913,25441,10802,21748,3815,82397,14275,53847,64148,21780,165298,117386,77964,31892,8899,149913,40231,28619,120720,11136,80862,2012-2016
B11003_4_under_6_years_only,20987,10921,15766,1829,6145,17648,10360,10519,8963,7135,6666,2514,10052,1748,754,5054,1553,4399,813,17818,2615,11067,13726,3846,44532,23149,29591,6413,1732,36990,8987,5109,21454,2085,17263,2012-2016
B11003_5_under_6_years_and_6_to_17_years,14906,10107,8075,1486,4861,14579,9604,7914,11189,7373,5222,2080,8840,1377,701,4828,1631,3759,559,14578,2122,9722,17213,4090,42609,20972,11967,7956,1411,29699,7531,8121,20971,1861,15469,2012-2016
B11003_6_6_to_17_years_only,50632,30798,21242,8269,17992,41983,34580,30308,22995,20719,20751,7858,25310,5814,2458,15559,7618,13590,2443,50001,9538,33058,33209,13844,78157,73265,36406,17523,5756,83224,23713,15389,78295,7190,48130,2012-2016
B11003_7_no_own_children_of_the_householder_under_18_years,104437,57108,52817,17494,36179,84410,73999,58463,74881,43980,37188,19276,48915,13840,9180,40159,20299,38488,8335,97009,25689,92182,71019,33814,187803,150206,126342,36265,12812,199763,50312,31033,160728,21173,95299,2012-2016
B11003_8_other_family,52184,71850,58081,4986,23208,47398,33200,22339,30885,38920,14540,7164,40754,5982,3817,24719,9548,17848,3081,55658,9728,59389,187420,16102,234591,70134,107158,20223,4199,175702,32351,14357,80129,10740,60483,2012-2016
"B11003_9_male_householder,_no_wife_present",14652,16622,16130,1613,5813,13921,8706,6255,9082,9472,3633,2342,10878,1873,1099,6468,2857,4974,1192,14140,3128,13906,37625,4264,54938,18650,23460,5552,1215,50352,8019,4283,22335,3405,16285,2012-2016
B11003_10_with_own_children_of_the_householder_under_18_years,4786,7650,5791,782,1980,5434,3359,2519,3861,3745,1313,828,5135,843,624,3107,1334,2284,490,6225,1221,5702,14727,1918,17887,6447,7690,2483,530,16240,2525,2104,7739,1506,6884,2012-2016
B11003_11_under_6_years_only,941,1946,2088,186,521,1082,986,714,996,822,311,152,1499,229,143,828,267,524,73,1449,258,1629,4043,445,4720,1472,1620,586,67,4303,526,481,1545,459,1701,2012-2016
B11003_12_under_6_years_and_6_to_17_years,560,1327,868,0,234,1068,362,188,653,742,172,153,920,87,139,461,177,475,79,941,162,677,2982,184,2722,917,839,300,81,2917,538,393,1049,157,931,2012-2016
B11003_13_6_to_17_years_only,3285,4377,2835,596,1225,3284,2011,1617,2212,2181,830,523,2716,527,342,1818,890,1285,338,3835,801,3396,7702,1289,10445,4058,5231,1597,382,9020,1461,1230,5145,890,4252,2012-2016
B11003_14_no_own_children_of_the_householder_under_18_years,9866,8972,10339,831,3833,8487,5347,3736,5221,5727,2320,1514,5743,1030,475,3361,1523,2690,702,7915,1907,8204,22898,2346,37051,12203,15770,3069,685,34112,5494,2179,14596,1899,9401,2012-2016
"B11003_15_female_householder,_no_husband_present",37532,55228,41951,3373,17395,33477,24494,16084,21803,29448,10907,4822,29876,4109,2718,18251,6691,12874,1889,41518,6600,45483,149795,11838,179653,51484,83698,14671,2984,125350,24332,10074,57794,7335,44198,2012-2016
B11003_16_with_own_children_of_the_householder_under_18_years,16208,29820,21636,1722,8926,16069,11543,6917,10011,14985,5535,2221,15364,2310,1376,10822,3428,6673,866,21876,2980,24432,83505,6019,81652,19904,36700,7475,1214,49284,11342,4859,24738,3620,21585,2012-2016
B11003_17_under_6_years_only,2602,5883,4072,286,1454,2269,1776,876,1449,2246,563,474,2402,396,205,1773,521,1230,99,3182,519,3849,11974,953,13917,2419,6500,1314,101,8650,1741,690,3806,684,3433,2012-2016
B11003_18_under_6_years_and_6_to_17_years,2024,5836,4249,145,1604,2410,1568,787,1484,3051,511,215,3061,309,261,2633,655,1157,90,3808,243,4692,19842,1155,15554,2557,5631,1121,76,8341,1903,688,3690,580,3379,2012-2016
B11003_19_6_to_17_years_only,11582,18101,13315,1291,5868,11390,8199,5254,7078,9688,4461,1532,9901,1605,910,6416,2252,4286,677,14886,2218,15891,51689,3911,52181,14928,24569,5040,1037,32293,7698,3481,17242,2356,14773,2012-2016
B11003_20_no_own_children_of_the_householder_under_18_years,21324,25408,20315,1651,8469,17408,12951,9167,11792,14463,5372,2601,14512,1799,1342,7429,3263,6201,1023,19642,3620,21051,66290,5819,98001,31580,46998,7196,1770,76066,12990,5215,33056,3715,22613,2012-2016
B25075_1_total,218041,123300,77459,39122,83401,180794,171673,135369,178376,85909,88257,44474,109931,29861,20138,89060,44224,80275,17793,226707,57013,203568,93569,73505,276447,353420,174361,85306,27961,341363,114502,68276,389182,48343,210004,2012-2016
"B25075_2_less_than_$10,000",2523,1934,1366,490,840,2211,2104,1393,2431,1158,785,377,1292,306,240,1115,459,1009,228,2096,563,2098,1810,731,3401,3926,1839,821,243,3932,1044,738,4145,465,2059,2012-2016
"B25075_3_$10,000_to_$14,999",136,94,34,12,161,248,273,56,731,69,19,35,117,37,212,576,357,354,68,180,126,451,1412,225,501,144,609,339,29,606,79,44,226,341,153,2012-2016
"B25075_4_$15,000_to_$19,999",96,170,90,4,184,365,242,62,811,70,45,90,111,123,234,507,353,457,153,248,152,634,2436,270,305,106,569,250,38,699,50,83,395,308,346,2012-2016
"B25075_5_$20,000_to_$24,999",160,235,201,45,179,408,294,140,886,141,24,109,212,64,119,637,157,440,39,394,188,584,1555,377,851,303,718,562,23,641,165,82,781,336,158,2012-2016
"B25075_6_$25,000_to_$29,999",212,277,128,33,182,536,398,298,1193,304,71,115,234,87,173,427,198,257,47,506,72,556,1363,441,408,249,467,353,44,627,157,153,705,190,226,2012-2016
"B25075_7_$30,000_to_$34,999",295,181,146,23,260,354,318,165,956,121,66,34,210,64,302,192,314,313,62,507,37,723,1337,329,609,406,591,222,22,589,218,190,1000,214,177,2012-2016
"B25075_8_$35,000_to_$39,999",328,116,108,55,132,220,281,110,1069,50,36,66,142,30,307,113,139,209,97,293,36,403,479,114,370,724,285,238,43,755,210,89,728,161,200,2012-2016
"B25075_9_$40,000_to_$49,999",303,321,92,35,469,752,483,409,1567,189,134,160,215,129,703,696,406,364,201,750,88,656,990,310,742,985,507,350,55,1161,446,255,1100,325,601,2012-2016
"B25075_10_$50,000_to_$59,999",443,271,184,23,936,428,367,214,1604,78,137,81,300,123,540,866,556,467,227,818,178,988,836,480,1317,708,745,369,72,1060,324,255,1088,317,681,2012-2016
"B25075_11_$60,000_to_$69,999",372,445,157,9,1092,633,381,237,1730,169,191,37,69,167,859,1109,956,557,301,898,350,1460,694,347,889,562,515,511,18,855,166,127,650,262,656,2012-2016
"B25075_12_$70,000_to_$79,999",402,344,194,14,1399,718,543,217,2168,205,126,235,362,216,854,1459,1246,980,481,715,302,1949,552,345,811,502,275,755,86,832,206,361,1157,507,1082,2012-2016
"B25075_13_$80,000_to_$89,999",609,744,422,33,1890,762,483,283,2500,207,149,226,344,295,945,2452,1365,1626,477,1198,677,2820,759,568,832,560,485,849,66,917,130,186,1164,708,1347,2012-2016
"B25075_14_$90,000_to_$99,999",376,509,348,57,1047,769,677,213,1986,323,295,174,201,372,1018,2415,1405,1737,282,1010,722,2542,1175,450,852,667,511,590,45,1107,166,313,1057,789,1292,2012-2016
"B25075_15_$100,000_to_$124,999",1793,2807,1615,501,3218,2577,2301,613,6056,1333,982,1257,1649,1222,2344,7334,4491,5548,1727,3972,2714,11016,2729,1714,3257,1523,1375,3377,353,5412,875,625,4008,2660,3921,2012-2016
"B25075_16_$125,000_to_$149,999",1411,3329,1192,478,2746,3365,2221,875,8118,1261,778,1717,1661,1285,1870,8106,4372,6344,1719,3855,4111,11773,1793,1633,1765,1673,312,3145,313,4349,566,599,3128,3010,3286,2012-2016
"B25075_17_$150,000_to_$174,999",2780,5912,3651,986,4735,6015,4288,1856,11593,2741,1494,3818,5007,2339,2680,10910,6479,9716,2452,7835,5111,19635,3364,3873,3727,3688,723,6492,732,9586,820,1220,7030,5400,4844,2012-2016
"B25075_18_$175,000_to_$199,999",2559,4605,2241,1003,4954,5466,4169,1806,10784,2796,1604,3160,4788,2598,1834,8129,4458,7554,1498,7413,4973,15920,2019,4987,2460,2767,381,6264,752,6900,694,1042,7721,4880,4097,2012-2016
"B25075_19_$200,000_to_$249,999",8888,11718,8364,3194,11665,22589,13763,8307,25575,10158,8131,8156,11204,5047,2300,13377,7105,14244,2717,16886,8192,31302,4247,13168,8452,9548,2505,14735,2888,21218,3831,3795,27847,8330,8880,2012-2016
"B25075_20_$250,000_to_$299,999",15346,13734,10432,3883,10243,29579,18643,12557,26230,12907,10934,7679,14855,4874,1163,10032,4104,9892,2019,20122,7337,27348,5187,13166,9998,19239,3755,14036,3723,19320,7128,4194,44116,6910,10362,2012-2016
"B25075_21_$300,000_to_$399,999",51349,24678,18798,9703,12930,50635,38407,30746,35208,25973,17606,9026,25224,6482,904,11623,3464,11690,1665,40091,9906,35712,18955,16493,29848,84926,9989,17633,8087,53028,26240,16407,113819,6700,28866,2012-2016
"B25075_22_$400,000_to_$499,999",42993,17014,10839,7251,7697,25738,27447,24673,16254,13440,12734,3948,14326,2474,178,3369,1044,3360,741,26608,4313,16884,20488,6527,38286,84140,14624,7107,4813,59556,28594,16314,70739,2094,30165,2012-2016
"B25075_23_$500,000_to_$749,999",49919,19302,10541,8088,9798,21167,33793,32232,12568,9952,19532,2839,16436,1178,224,2580,422,2166,408,39356,4091,12197,16169,4742,78838,82279,33880,4638,3965,98428,32613,15756,60564,2207,54881,2012-2016
"B25075_24_$750,000_to_$999,999",19431,7890,3008,2100,3719,3927,11789,10585,3539,1657,7492,483,5946,224,41,553,103,506,92,18722,1252,3413,1960,1088,41981,27069,23698,1014,1036,36599,6893,3626,20116,655,24462,2012-2016
"B25075_25_$1,000,000_to_$1,499,999",9112,3754,1962,645,1750,893,4269,4645,1441,340,3042,447,3173,61,19,331,180,320,48,13712,621,1116,557,478,25432,13590,23349,277,386,8667,1771,1077,8109,295,13900,2012-2016
"B25075_26_$1,500,000_to_$1,999,999",2676,1481,620,216,475,78,1555,1375,584,121,728,86,936,25,0,28,6,53,22,6671,425,377,176,201,8276,5796,13508,129,29,2074,269,366,2751,71,5891,2012-2016
"B25075_27_$2,000,000_or_more",3529,1435,726,241,700,361,2184,1302,794,146,1122,119,917,39,75,124,85,112,22,11851,476,1011,527,448,12239,7340,38146,250,100,2445,847,379,5038,208,7471,2012-2016
B03002_1_total,930310,792586,668526,125708,371101,831852,627532,498215,586166,507204,331686,144694,550436,107095,64330,358792,167126,300520,56210,941618,185141,860874,1436785,295905,2606852,1356801,1634989,376242,99408,2310011,473324,322642,1498130,180505,969229,2012-2016
B03002_2_not_hispanic_or_latino,759109,618172,380709,118178,310119,665737,562289,434964,534152,304970,284780,134214,384955,98346,61714,280474,142652,264226,50553,766138,175138,716325,640592,261960,2100750,1138623,1211463,303365,86342,1663006,388205,267942,1225824,163123,740386,2012-2016
B03002_3_white_alone,546048,249787,193874,108947,191695,376818,475096,361301,498857,216076,194082,126630,227794,89471,59621,242465,113840,235672,45883,598017,166479,557698,137901,214840,933985,843923,769598,248344,80275,592151,296338,205185,1036423,144798,532570,2012-2016
B03002_4_black_or_african_american_alone,49047,308463,73268,3006,73118,77191,42129,14871,16720,54527,29696,2834,111489,4386,1029,18937,21363,13725,3085,98457,2702,104831,423684,28072,806316,149065,206008,35477,2239,398786,44570,37202,107402,9461,130525,2012-2016
B03002_5_american_indian_and_alaska_native_alone,1065,1155,881,62,229,1162,411,290,233,948,357,63,374,48,88,361,420,305,93,1326,213,1044,3083,483,4004,1591,2089,710,84,4987,563,437,2143,107,1341,2012-2016
B03002_6_asian_alone,146592,39264,98226,4516,38584,195550,33211,49318,11052,26187,54687,2701,26225,2993,301,11518,3452,8120,627,47323,3480,33462,51371,11080,302044,117749,190648,9696,2205,568871,37579,19416,56167,3476,54976,2012-2016
B03002_7_native_hawaiian_and_other_pacific_islander_alone,248,214,373,196,78,221,182,21,123,98,17,16,29,14,0,8,18,29,15,298,6,124,508,93,721,219,704,39,15,872,197,13,307,42,151,2012-2016
B03002_8_some_other_race_alone,2022,7208,3830,49,943,2230,1338,1181,481,1897,855,152,10997,104,41,862,316,726,137,5276,138,2285,9653,898,10312,6245,6739,1384,247,47002,1555,1192,4265,517,3653,2012-2016
B03002_9_two_or_more_races,14087,12081,10257,1402,5472,12565,9922,7982,6686,5237,5086,1818,8047,1330,634,6323,3243,5649,713,15441,2120,16881,14392,6494,43368,19831,35677,7715,1277,50337,7403,4497,19117,4722,17170,2012-2016
B03002_10_two_races_including_some_other_race,1405,1310,1730,180,282,2644,586,737,196,595,632,77,1178,48,2,221,270,201,54,1595,99,1424,2737,244,4146,3609,2515,331,42,12621,732,574,2034,122,1724,2012-2016
"B03002_11_two_races_excluding_some_other_race,_and_three_or_more_races",12682,10771,8527,1222,5190,9921,9336,7245,6490,4642,4454,1741,6869,1282,632,6102,2973,5448,659,13846,2021,15457,11655,6250,39222,16222,33162,7384,1235,37716,6671,3923,17083,4600,15446,2012-2016
B03002_12_hispanic_or_latino,171201,174414,287817,7530,60982,166115,65243,63251,52014,202234,46906,10480,165481,8749,2616,78318,24474,36294,5657,175480,10003,144549,796193,33945,506102,218178,423526,72877,13066,647005,85119,54700,272306,17382,228843,2012-2016
B03002_13_white_alone,112524,81002,177000,5650,43510,125961,41083,44715,38547,105657,31286,8176,88039,6392,2210,39895,15509,23877,4533,96605,6164,86687,157450,18471,194942,101970,159285,33258,8725,344263,59069,23245,175656,10947,108457,2012-2016
B03002_14_black_or_african_american_alone,5718,9758,11904,285,2787,5449,3600,859,1362,8405,1011,222,5445,88,132,5237,1957,1557,174,8825,452,5998,52841,2576,64907,6518,38779,3186,115,24665,4371,3372,6890,1213,9490,2012-2016
B03002_15_american_indian_and_alaska_native_alone,712,949,1244,4,222,395,541,244,367,1294,306,10,1061,128,14,340,119,827,9,1115,73,644,5292,761,4726,1479,4084,610,663,3989,571,160,1356,167,2522,2012-2016
B03002_16_asian_alone,778,430,1054,16,83,739,169,264,61,365,248,47,374,0,0,162,111,12,166,419,31,282,1091,40,1993,522,1925,362,30,3888,473,173,595,28,383,2012-2016
B03002_17_native_hawaiian_and_other_pacific_islander_alone,55,0,140,0,40,7,46,0,87,41,0,8,76,0,0,126,66,24,20,94,0,39,198,42,280,22,242,32,0,219,54,13,200,4,56,2012-2016
B03002_18_some_other_race_alone,43603,73260,85322,1182,12645,27808,17300,15059,9608,72793,12566,1607,64583,1908,166,28494,4761,6064,347,57655,2526,44341,542134,9286,215557,82514,185553,30157,2764,241731,17029,24410,69880,2906,95767,2012-2016
B03002_19_two_or_more_races,7811,9015,11153,393,1695,5756,2504,2110,1982,13679,1489,410,5903,233,94,4064,1951,3933,408,10767,757,6558,37187,2769,23697,25153,33658,5272,769,28250,3552,3327,17729,2117,12168,2012-2016
B03002_20_two_races_including_some_other_race,3622,4496,5827,184,1047,3536,1021,860,921,3243,516,202,2949,48,16,2016,777,1467,295,6404,384,4154,20856,1358,11874,12452,12929,3405,268,16384,1839,1849,8470,651,7163,2012-2016
"B03002_21_two_races_excluding_some_other_race,_and_three_or_more_races",4189,4519,5326,209,648,2220,1483,1250,1061,10436,973,208,2954,185,78,2048,1174,2466,113,4363,373,2404,16331,1411,11823,12701,20729,1867,501,11866,1713,1478,9259,1466,5005,2012-2016
B25063_1_total,119028,156180,174234,7813,46728,102485,61195,44365,44233,75625,28199,9174,76959,11593,5675,46303,12903,32544,3342,108502,17326,122919,397171,33444,662356,86810,579024,39838,6141,437941,51512,30762,100576,20992,131758,2012-2016
B25063_2_with_cash_rent,114454,152723,171010,7305,45107,99213,58672,42750,41830,72611,27049,8574,74570,10853,5102,44600,12027,31152,3061,104170,16085,117966,387705,31602,643545,82243,567096,38073,5752,422289,49143,29476,95281,19510,126592,2012-2016
B25063_3_less_than_$100,328,1175,394,13,489,188,158,54,0,171,52,0,205,18,12,144,11,105,0,274,27,356,856,39,820,149,949,56,0,393,286,8,101,5,179,2012-2016
B25063_4_$100_to_$149,172,1072,429,0,336,131,154,117,96,242,59,49,228,12,0,85,12,64,11,239,12,381,1502,20,2053,90,2058,45,35,527,173,91,141,14,210,2012-2016
B25063_5_$150_to_$199,441,1560,891,26,263,452,257,252,231,393,76,44,297,34,41,376,102,144,0,563,43,941,3366,164,4308,319,3604,149,0,1165,868,65,147,43,419,2012-2016
B25063_6_$200_to_$249,1363,4838,3831,26,1068,1206,1181,426,376,1327,181,39,1039,110,122,897,179,761,22,2049,212,2924,14935,243,19450,1261,15166,504,42,4982,1369,296,787,108,1898,2012-2016
B25063_7_$250_to_$299,912,3037,1944,76,661,884,587,376,533,803,198,104,823,193,98,702,124,509,49,1235,134,1316,11298,309,11864,656,11810,223,22,3501,916,533,920,358,1685,2012-2016
B25063_8_$300_to_$349,696,2460,1553,5,506,971,660,422,428,608,133,80,722,124,111,791,137,374,0,1258,253,2023,8789,373,10157,966,8997,346,43,3208,739,267,958,237,1532,2012-2016
B25063_9_$350_to_$399,887,1641,1631,39,481,584,587,140,244,514,95,15,538,54,116,591,81,661,7,1144,292,1416,8022,439,9514,985,8828,231,97,2397,673,421,749,195,1349,2012-2016
B25063_10_$400_to_$449,529,1691,1517,27,564,836,623,238,438,792,100,38,504,48,71,506,200,401,18,1198,297,1819,7897,238,9567,770,7826,212,34,3183,485,389,782,298,930,2012-2016
B25063_11_$450_to_$499,560,1650,1584,86,386,475,407,153,254,348,253,85,492,142,119,461,123,509,55,1287,225,1824,6973,297,7482,862,6943,380,113,2381,308,247,667,254,1049,2012-2016
B25063_12_$500_to_$549,670,1789,1777,105,655,477,649,214,249,647,52,98,666,84,166,609,307,521,64,1197,186,1795,6744,426,9842,772,8389,272,42,3987,621,620,863,383,1246,2012-2016
B25063_13_$550_to_$599,276,1603,1934,37,426,455,335,92,379,576,77,64,512,106,231,1006,226,647,61,874,401,2125,5356,282,7665,577,6950,426,0,3157,625,288,585,290,1012,2012-2016
B25063_14_$600_to_$649,413,2688,2505,18,609,444,487,410,425,763,143,167,750,58,418,1350,335,842,68,1212,357,2139,7264,676,10197,921,9353,671,48,4367,671,362,674,605,1070,2012-2016
B25063_15_$650_to_$699,810,2579,2484,63,733,680,602,192,346,887,74,84,1010,283,322,1617,238,1299,121,765,534,2254,6677,502,9183,561,7477,619,50,4438,641,310,855,582,1269,2012-2016
B25063_16_$700_to_$749,606,4158,2785,64,970,678,801,470,616,1203,187,150,1183,522,352,2058,571,1145,51,1610,719,2915,7854,935,11328,760,9040,1035,151,5418,709,393,850,947,1896,2012-2016
B25063_17_$750_to_$799,1136,4961,3110,182,1110,778,712,290,452,1377,217,268,1529,436,343,2366,579,1633,106,1990,909,3662,9070,1128,11103,809,10823,1170,120,5483,1196,367,846,691,1738,2012-2016
B25063_18_$800_to_$899,3340,13272,9659,328,3557,3178,2301,1094,1647,3939,737,541,4988,1324,629,5751,1305,3516,275,4968,2099,9588,20090,2232,28245,2291,24379,2865,179,14367,2916,876,2793,1973,4453,2012-2016
B25063_19_$900_to_$999,5639,15416,13112,407,3674,5682,5353,2368,2696,5802,947,725,7934,1451,533,5443,1056,3551,307,5056,2018,12701,29798,2870,34860,2711,25609,3657,392,20322,3431,1108,2883,2295,6034,2012-2016
"B25063_20_$1,000_to_$1,249",25759,35102,34739,1697,10504,24436,12646,9300,9055,18855,5581,2101,18551,3055,765,9761,2654,6808,594,15845,3862,29334,95798,8213,118813,9056,56327,9837,1241,73334,10390,5704,10071,5344,21465,2012-2016
"B25063_21_$1,250_to_$1,499",24312,25017,28906,1616,6601,21675,9144,8646,7803,16994,5908,1501,13784,1308,407,5369,2183,3995,516,17209,1687,17325,68412,5213,112082,12122,46558,6449,1170,90050,8726,5092,16777,2407,24100,2012-2016
"B25063_22_$1,500_to_$1,999",25380,19731,27521,1537,6708,24563,11181,9605,10897,12644,7419,1681,13027,983,127,3752,1283,2666,599,23009,1281,15566,54158,4668,125764,21726,83186,5931,1242,126203,9047,6735,29082,1870,31086,2012-2016
"B25063_23_$2,000_to_$2,499",10640,4368,11749,663,2883,7881,6537,4828,3509,2765,2991,569,4064,388,94,596,294,535,22,10939,367,3812,10298,1822,48842,12656,69878,1705,393,35891,3279,3056,16205,458,12445,2012-2016
"B25063_24_$2,500_to_$2,999",4767,1562,8422,186,1065,1610,2184,2169,780,643,790,161,1161,99,12,137,7,78,97,5020,59,952,1687,275,20569,5824,54210,687,197,8034,814,1203,4873,68,4585,2012-2016
"B25063_25_$3,000_to_$3,499",2713,770,4403,96,591,630,554,551,250,226,440,10,311,11,13,111,20,165,18,2806,74,434,638,146,12209,2860,44261,383,51,3678,172,607,1476,48,2185,2012-2016
"B25063_26_$3,500_or_more",2105,583,4130,8,267,319,572,343,126,92,339,0,252,10,0,121,0,223,0,2423,37,364,223,92,7628,2539,44475,220,90,1823,88,438,1196,37,2757,2012-2016
B25063_27_no_cash_rent,4574,3457,3224,508,1621,3272,2523,1615,2403,3014,1150,600,2389,740,573,1703,876,1392,281,4332,1241,4953,9466,1842,18811,4567,11928,1765,389,15652,2369,1286,5295,1482,5166,2012-2016
B25071_1_median_gross_rent_as_a_percentage_of_household_income,30.1,33.2,29.0,30.5,31.9,29.3,34.0,27.3,37.1,36.4,28.3,33.0,32.9,29.9,30.6,32.3,31.9,31.0,36.5,32.2,28.9,33.3,35.5,32.7,32.7,33.6,28.4,35.7,32.5,33.5,32.8,37.7,35.8,35.3,32.9,2012-2016
B25036_1_total,337069,279480,251693,46935,130129,283279,232868,179734,222609,161534,116456,53648,186890,41454,25813,135363,57127,112819,21135,335209,74339,326487,490740,106949,938803,440230,753385,125144,34102,779304,166014,99038,489758,69335,341762,2012-2016
B25036_2_owner_occupied,218041,123300,77459,39122,83401,180794,171673,135369,178376,85909,88257,44474,109931,29861,20138,89060,44224,80275,17793,226707,57013,203568,93569,73505,276447,353420,174361,85306,27961,341363,114502,68276,389182,48343,210004,2012-2016
B25036_3_built_2014_or_later,449,79,89,48,128,394,393,239,860,115,283,21,129,0,23,191,85,252,13,404,17,210,0,67,148,310,125,207,28,271,169,81,330,31,189,2012-2016
B25036_4_built_2010_to_2013,1701,771,1136,187,584,2159,2132,1475,2793,558,1204,191,479,173,143,1302,441,878,259,2051,337,1299,479,589,2566,1757,1266,1072,244,2101,1012,631,2020,426,818,2012-2016
B25036_5_built_2000_to_2009,11587,6301,9721,3550,8051,15352,17716,11113,25990,4951,8901,4370,4344,3683,2297,11776,8750,12171,3871,14449,5413,12800,4274,7772,17831,10301,11499,11346,2116,12477,11225,3772,25127,4955,9460,2012-2016
B25036_6_built_1990_to_1999,11411,6026,3759,6663,9062,18713,22954,16381,26935,5200,16603,4524,3410,4794,2102,9906,9321,10154,2973,15358,6034,16325,4129,7243,7692,8263,3640,9581,3037,7100,14117,6068,30335,4696,11247,2012-2016
B25036_7_built_1980_to_1989,15775,5817,4702,8210,10758,28998,28292,16724,34814,6462,17758,7248,4410,3737,2576,9795,8769,9180,4231,27406,8630,27430,2748,11439,8169,14261,12711,12701,3999,9577,19164,7366,36091,6055,18029,2012-2016
B25036_8_built_1970_to_1979,17468,6137,5895,5906,8891,20168,21434,17006,37963,7395,9445,9403,5277,3708,2526,10599,6489,9831,2746,30893,8478,25941,7110,11100,8490,15986,12562,11338,4570,14067,19650,12802,70919,5734,16681,2012-2016
B25036_9_built_1960_to_1969,31671,12891,7907,3293,10848,30229,25150,22417,22824,14436,11986,6527,14865,2884,1383,9110,3160,7154,1176,37075,6183,27527,18744,10624,29126,44009,32608,10305,4184,42200,14777,17022,89957,5416,28833,2012-2016
B25036_10_built_1950_to_1959,54816,25038,8095,3510,14492,36756,24439,24108,15059,20301,10027,5305,31535,3010,1174,12986,2444,9721,898,41814,7569,37474,18423,10936,31380,138898,18475,9521,3761,81795,10308,10392,80070,7163,46712,2012-2016
B25036_11_built_1940_to_1949,25568,13848,6665,1267,5676,10704,7943,8281,4941,11122,3924,2079,16775,1376,1126,4773,1186,3418,252,17554,3222,15792,10598,3527,26671,50464,7455,3643,2260,58863,3879,2155,20324,2705,15411,2012-2016
